,batch,yeast,hop 1 name,hop 1 weight,hop 1 form,hop 1 phase,hop 1 time,hop 2 name,hop 2 weight,hop 2 form,hop 2 phase,hop 2 time,hop 3 name,hop 3 weight,hop 3 form,hop 3 phase,hop 3 time,hop 4 name,hop 4 weight,hop 4 form,hop 4 phase,hop 4 time,fermentable 1 weight,fermentable 1 name,fermentable 2 weight,fermentable 2 name,fermentable 3 weight,fermentable 3 name,fermentable 4 weight,fermentable 4 name,fermentable 5 weight,fermentable 5 name
0,22.56044074692304,Imperial Yeast - A31 Tartan,Fuggle (US),23.357811904790523,Fresh,Dry Hop,60.36452125568846,Waimea,1975.8277660654385,Leaf/Whole,Boil,8.672701990025548,Triskel,21.125563909674025,Pellet,Boil,20.19553758873826,pallisade,45.897340925061016,Pellet,Dry Hop,7.189430527994837,3.6359453862506124,Crisp Malting - Extra Pale Maris Otter,0.29747860208842114,Flaked Wheat,-0.11687361069238722,"American - Wheat Malt, White",-0.02702228508519613,Crisp Malting - Caramalt 15L,0.0005229376440102195,0
1,21.07626090798621,California Ale Yeast WLP001,dr rudi,247.87857866569098,Fresh,Boil,44.44597552762147,Flyer,71.9929880782347,Pellet,Whirlpool,3.1929596054181304,Herkules,20.81349742588197,Pellet,Boil,3.019987368878541,Chinook,52.423015475891674,Pellet,Dry Hop,29.884844614990268,3.5982755292596464,"Simpsons - US - Pale Ale, Golden Promise®™ (Simpsons)",0.2482338691357424,"Wheat Malt, German",0.08725825711780544,Ambermout (50 EBC),-0.023729007047757957,Tate and Lyle - Golden Syrup,0.00035435879828473984,0
2,22.281104635417712,Fermentis - Safale - Belgian Saison Ale Yeast BE-134,.Hallertauer Tradtional,105.0489628773643,Pellet,Boil,83.73952437291888,Boadicea,21.668868845366013,Pellet,Dry Hop,12.091037082168002,Northern Brewer - Mosaic,116.05166900717245,Pellet,Dry Hop,26.40316355035802,Lemon drop,4448.715608438622,Pellet,Boil,70.34957858583451,7.404589247335843,Belgian - Special B,1.4736469325701764,United Kingdom - Crystal 70L,-0.0427764982078023,German - Caramel Wheat,0.1403078436527143,Viking - Cara Plus 150,-0.00017823804203983016,0
3,25.724082427485158,Wyeast - American Ale 1056,Amarillo,27.382425667447574,Pellet,Boil,10.144270335616753,East Kent Goldings,72.11093600702931,Pellet,Boil,55.41830543195297,Pacifica,13.384398264162584,Pellet,Dry Hop,24.762510437637445,East Kent Goldings,109.11639998000096,Lupulin Pellet,Whirlpool,10.397537102945936,12.820627476759293,United Kingdom - Maris Otter Pale,0.005753661630185092,Flaked Oats,-0.08821888621676399,Patagônia - Chile - Patagônia - American - Agrária - Pale Ale,2.6163783022359075,American - Carapils (Dextrine Malt),0.002177509144196458,0
4,22.77558144001696,East Coast Yeast - Northeast Ale ECY29,Simcoe,51.21923717701843,Leaf/Whole,Boil,35.15468093966613,Glacier (U.S.),128.6159870847385,Pellet,Boil,13.140577357344933,Palisade,126.27937033249043,Leaf/Whole,Aroma,5.070735751750563,Mosaic,49.26200726390332,Leaf/Whole,Dry Hop,28.596428291146786,2.339727502728352,United Kingdom - Pilsen,0.4100991588720948,Weyermann - CARABELGE,0.023325415362037166,Belgian - Pilsner,-0.013639068989452763,United Kingdom - Chocolate,0.0011879342395862246,0
5,24.066177277051334,Fermentis - Safale - American Ale Yeast US-05,Columbus,29.899459547901557,Lupulin Pellet,First Wort,62.958602371320055,Citra,75.38058516707079,Pellet,Boil,7.830636727098175,Mosaic,12.20172689470025,Pellet,Boil,-1.6971654102697658,Amarillo,122.03040645195475,Leaf/Whole,Dry Hop,9.05555794147379,0.6208417533712929,United Kingdom - Maris Otter Pale,0.16686917692669911,New Zealand - Light Crystal Malt,-0.24625135702428508,Flaked Oats,0.06579685204897431,American - Carapils (Dextrine Malt),0.002010667524223917,0
6,24.11885649592344,GigaYeast - Scotch Ale #1,Chinook ,21.238609074126817,Leaf/Whole,Boil,7.101387274832721,Equinox,18.089425420718275,Leaf/Whole,Boil,4.742317354242131,East Kent Goldings,29.671832474926067,Pellet,Dry Hop,27.388206475462884,Galaxy,391.5843689945301,Leaf/Whole,Boil,7.457225013488748,2.634453532732529,Crisp Malting - Finest Maris Otter,1.9605934601723667,United Kingdom - Crystal 45L,1.189625573514868,Lactose (Milk Sugar),0.5874798436193671,German - Carapils,0.0011117690508703217,0
7,26.123846504123385,Fermentis - Safale - American Ale Yeast US-05,Chinook,29.113927798230087,Leaf/Whole,Boil,18.90165967926343,Cascade,24.895462802285305,Pellet,Boil,-2.3279775426088882,Columbus,10.215874824400135,Pellet,Boil,1.2372419784515523,Hallertau Hersbrucker,111.83446267468595,Leaf/Whole,Dry Hop,8.93856686273141,1.7510678752478603,German - Pale Ale,0.5990384744228843,Flaked Oats,-0.15708429509791333,Flaked Oats,-0.06505963443041778,American - Carapils (Dextrine Malt),0.0020869646745069726,0
8,26.935066550193497,Danstar - Nottingham Ale Yeast,Columbus,36.236829463513246,Leaf/Whole,Boil,15.657154135294462,Amarillo,31.99762758798622,Pellet,Boil,7.78637735849507,Simcoe,5.013643337478461,Pellet,Boil,8.169602623710679,Cascade,125.77959887722662,Leaf/Whole,Dry Hop,9.411636859436197,2.1843156669192103,American - Pale 2-Row,1.1010570922401621,Flaked Oats,-0.2926150257363822,Flaked Oats,-0.03633248796449895,American - Carapils (Dextrine Malt),0.002180776832072502,0
9,20.584400085683928,Mangrove Jack - US West Coast Yeast M44,Summit,27.973790647378777,Leaf/Whole,Boil,12.901550540801772,XJA,31.05963705213257,Pellet,Boil,11.119607089859105,Citra,4.289962100957183,Leaf/Whole,Boil,1.740987479545876,Centennial,82.41129560869473,Pellet,Dry Hop,5.727407474507231,1.7609669707856939,United Kingdom - Maris Otter Pale,1.233589641183134,Corn Sugar - Dextrose,-0.04920213517779626,Flaked Oats,0.21039201035515206,Torrified Wheat,0.000842894496841966,0
