,batch,yeast,hop 1 name,hop 1 weight,hop 1 form,hop 1 phase,hop 1 time,hop 2 name,hop 2 weight,hop 2 form,hop 2 phase,hop 2 time,hop 3 name,hop 3 weight,hop 3 form,hop 3 phase,hop 3 time,hop 4 name,hop 4 weight,hop 4 form,hop 4 phase,hop 4 time,fermentable 1 weight,fermentable 1 name,fermentable 2 weight,fermentable 2 name,fermentable 3 weight,fermentable 3 name,fermentable 4 weight,fermentable 4 name,fermentable 5 weight,fermentable 5 name
0,12.498849741284472,Wyeast - Scottish Ale 1728,Artisan - Cascade,18.93007771272482,Pellet,Boil,80.42084257189741,Sabro,42.50092172293258,Pellet,Boil,7.663297504163798,Phoenix,-2.2652030403978856,Leaf/Whole,Boil,6.282355060651488,Jester,58.09361965492769,Pellet,Dry Hop,4.857886219323348,5.306938445399806,American - Carapils (Dextrine Malt),0.4599209052681375,Carapils (Dextrine Malt) (US),1.6640334564986075,Belgian - Pilsner,-0.05643765846473016,American - Carapils (Dextrine Malt),9.591516838514159e-06,0
1,850.5523971117482,Wyeast - Trappist High Gravity 3787,Admiral,7.972625532191966,Pellet,Boil,2.593783279594117,Northdown,35.908054610808726,Pellet,Boil,7.208974458922694,Southern Cross,1.9458020728515564,Pellet,Whirlpool,5.787119102484325,Sabro,45.70667946324831,Pellet,Dry Hop,7.859562837169279,4.186214512524904,New Zealand - Pilsner Malt,2.2360328003686516,German - CaraMunich I,-0.014441429097606484,German - CaraMunich III,0.22158502964187488,German - CaraHell,-0.0006837459859008126,0
2,17.17874834649779,Escarpment Labs - Skare Kveik,Yakima Chief Hops - Loral DBL,3.7953990997007594,Pellet,Boil,76.02628862160392,Cascade,28.615737341671462,Pellet,Boil,4.241964085907195,Green Bullet,-2.569856421985129,Pellet,Boil,16.5469541039515,Yakima Valley Hops - Sabro,88.67765611480513,Pellet,Whirlpool,9.034618732442137,4.209993602200599,United Kingdom - Extra Pale Malt,0.5945890374509968,United Kingdom - Cara Malt,-0.057236614756932036,Finland - Crystal Malt 100,0.017885170636987198,Torrified Wheat,0.0006935592416825059,0
3,165.95226573967142,White Labs - California Ale V Yeast WLP051,Simcoe,25.07798656181247,Pellet,Boil,60.18076666058155,Citra,15.72510219542903,Pellet,Dry Hop,-5.65621943082456,Cascade,9.299245473920108,Leaf/Whole,Boil,11.409786373594784,Fuggles,362.57570544433713,Leaf/Whole,Whirlpool,9.435013095126237,5.423545246871961,United Kingdom - Maris Otter Pale,1.7819065986145053,German - CaraRed,0.2717461918125832,Flaked Oats,0.16030248907533795,American - Carapils (Dextrine Malt),0.000679333200631755,0
4,14.214650751877802,White Labs - San Diego Super Yeast WLP090,Centennial,15.627435026116004,Pellet,Boil,82.80286797301314,Amarillo,12.705864047638583,Leaf/Whole,Boil,55.16329296074117,Saaz,9.780301396625335,Pellet,Boil,7.4132270048589035,East Kent Goldings,223.59181213436761,Pellet,Boil,77.92482896598598,5.619886774963003,United Kingdom - Maris Otter Pale,0.738278026029224,American - Caramel / Crystal 40L,0.19986307594547947,Flaked Oats,0.11381794847463383,American - Carapils (Dextrine Malt),-0.00019829102966616486,0
5,16.616095842137884,Fermentis - Safale - American Ale Yeast US-05,Tomahawk,13.755093172452183,Leaf/Whole,Boil,59.68628602694727,Artisan - Cascade,28.74963103793506,Pellet,Aroma,27.43281242595369,Calypso,7.637062953683479,Leaf/Whole,Boil,6.181445485267634,Citra,2.4172883747582503,Pellet,First Wort,9.82519215172843,3.940641073639402,American - Pale 2-Row,2.0151175113474955,German - Wheat Malt,2.693471556012594,German - Vienna,-0.03933753343108232,United Kingdom - Black Patent,0.0007085401577323466,0
6,17.363726475083766,Fermentis - Safale - American Ale Yeast US-05,Magnum,17.69848154918481,Leaf/Whole,Boil,26.516785858935446,Amarillo,18.686072476286515,Pellet,Boil,35.848075215735975,Citra,18.72299171121335,Pellet,Boil,31.250585871905244,Centennial,35.80287491836006,Pellet,Boil,10.054398821180884,5.635604175184944,German - Pale Ale,0.5599641750580823,American - White Wheat,0.18526469099529824,German - Carapils,-0.03318935222574659,American - Carapils (Dextrine Malt),-0.0006944637208069582,0
7,12.527994250495306,Fermentis - Safale - American Ale Yeast US-05,Columbus,49.11031919227403,Pellet,Boil,57.76562362888024,Cascade,10.248849927214073,Pellet,Boil,4.696759258740974,Cascade,104.53005859545988,Pellet,Dry Hop,27.521890600677004,Citra,91.69336723121629,Leaf/Whole,Whirlpool,7.440373060390629,6.444370812208075,American - Pale 2-Row,0.8801482116153412,Flaked Oats,0.7238920716161149,Flaked Oats,-0.09306006178613974,American - Carapils (Dextrine Malt),0.0008678882203116328,0
8,19.389879328060616,White Labs - San Diego Super Yeast WLP090,Cascade,17.41786962762331,Pellet,Boil,59.22967598057696,Saaz,29.71365810012712,Leaf/Whole,Dry Hop,-4.817372894505574,Citra,101.46796390672446,Leaf/Whole,Boil,6.8057542011216725,Perle,40.31806738000334,Pellet,Dry Hop,7.768334752480249,4.235590967558381,German - Pilsner,2.0810146507512983,American - Pale 2-Row,0.8382015759841084,Flaked Oats,-0.07000609116426416,American - Carapils (Dextrine Malt),0.00040955646220357906,0
9,14.760013528668075,The Yeast Bay - Vermont Ale,Northern Brewer,20.582174417688744,Pellet,Boil,41.33190644500499,Yakima Chief Hops - Loral LupuLN2 (Cryo),11.228676970478574,Pellet,Boil,6.560189603893232,Aurora,6.7365598444189985,Leaf/Whole,Boil,8.242419729172823,Comet,48.48327948988038,Pellet,Whirlpool,6.756889837022248,6.106333453484349,Briess - Goldpils Vienna Malt,0.31885418055792714,Carapils (Dextrine Malt) (US),0.9582633531669427,Belgian - Pilsner,0.12225628913031239,American - Carapils (Dextrine Malt),-0.00010732245314240996,0
10,6.693225814655687,White Labs - Trappist Ale Yeast WLP500,Perle,22.646901694581448,Pellet,Boil,59.11618410851885,Chinook,13.711270165005963,Pellet,Boil,55.039609532256506,Columbus,8.75220095989727,Fresh,Boil,20.19007959552471,Domestic Hallertau,169.6465974918305,Pellet,Whirlpool,8.063393381309906,4.5762297651220205,Crisp Malting - Finest Maris Otter,0.4639326985911067,Finland - Munich Malt,0.11297512197919593,Flaked Wheat,0.2307262688682513,German - Carafa I,5.5164613923813935e-05,0
11,17.06061320982064,Fermentis - Safale - German Ale Yeast K-97,Warrior,8.940494840102962,Pellet,Boil,4.41528624858202,Tomahawk,23.129096608616475,Pellet,Boil,27.73553544950756,Mosaic (12.5 AA),9.04067388701467,Pellet,Boil,26.202494459425672,Vanguard,66.96915735796597,Pellet,Whirlpool,12.533289112838098,4.549594082404591,BA Malt - Pilsen,0.6743267022309739,Briess - Pilsen Malt 2-Row,0.11781030819909598,Flaked Oats,0.03134974947703696,American - Carapils (Dextrine Malt),0.0007206300187619858,0
12,17.252590311143045,Fermentis - Safale - English Ale Yeast S-04,Target,5.907339706753449,Pellet,Boil,58.97680273581016,Columbus,21.98988048047807,Pellet,Boil,53.69890121001465,Cascade,6.848446917570122,Pellet,Dry Hop,9.50130457725416,Motueka,14.28767200987356,Lupulin Pellet,Boil,11.59938402818911,6.9512178315115785,American - Pale 2-Row,1.405345772701554,American - Munich - Light 10L,9.302843513197326,American - Caramel / Crystal 80L,-0.09550309454443276,American - Carapils (Dextrine Malt),-2.1041628384309164e-05,0
13,41.41077279853921,Fermentis - Safale - English Ale Yeast S-04,Mosaic,26.29969419691956,Pellet,Whirlpool,58.288945109936535,Azacca,4.446753575227094,Extract,Boil,13.672562167792654,Citra,21.89276339588337,Pellet,Dry Hop,28.662796416745664,Kazbek,197.77129445846256,Pellet,Boil,4.952013232235087,5.417218704600919,American - Pilsner,0.44704572339815163,Finland - Munich Malt,0.19763687203500352,German - Dark Munich,0.15462477525979065,German - Munich Light,9.514004318621436e-05,0
14,30.154033236727965,Mangrove Jack - US West Coast Yeast M44,Challenger,230.58620147266237,Pellet,Boil,79.94089935074491,Sorachi Ace,20.33369072677776,Leaf/Whole,Boil,-5.672938583214545,Mosaic,9.288156362206411,Pellet,Whirlpool,2.692337932794899,Sorachi Ace,82.5271119265544,Pellet,First Wort,8.68027554913915,5.0608533360556205,German - Pale Ale,0.6639027235241161,United Kingdom - Wheat,0.6939424717814352,Flaked Oats,0.14137373121969238,German - CaraHell,0.0010472840701348084,0
15,4.935431390660334,Imperial Yeast - G03 Dieter,Yakima Chief Hops - Magnum,45.3850360483566,Pellet,Boil,57.272467259235185,Ahtanum,18.937991599681446,Pellet,Boil,5.667247461580095,Yakima Valley Hops - Medusa,0.766399731395552,Pellet,Whirlpool,41.68261740982997,Wai-iti,41.85093366752408,Pellet,Dry Hop,11.375764039060108,11.818152774738783,American - Vienna,3.062733780570545,German - Kölsch,0.23213293359781403,Flaked Oats,0.10386298127397839,American - Carapils (Dextrine Malt),0.0011604440345265952,0
16,15.451823035177476,Fermentis - Safale - American Ale Yeast US-05,Cascade,29.27232506447094,Pellet,Boil,58.38194262890128,Tomahawk,20.50210185700256,Lupulin Pellet,Boil,13.70747337010058,Northdown,5.897883299443102,Leaf/Whole,Boil,6.486603244887895,Yakima Valley Hops - Medusa,35.23677009141014,Pellet,Dry Hop,2.7324129669149695,5.409025468980893,Flaked Wheat,13.917683151530598,German - Munich Light,0.010015870857473963,Grain Millers - Flaked Oats,0.04165160045716462,American - Vienna,0.001687615713697521,0
17,-15.725062480472964,Fermentis - Safale - American Ale Yeast US-05,Warrior,13.277200675430864,Pellet,Boil,73.86404161685543,Hallertau Mittelfruh,11.218554493539939,Pellet,Hopback                     at 100 °C,-3.646891747072658,Cascade,9.843504601561625,Pellet,Boil,30.476952094267194,Motueka,68.321694229365,Pellet,Dry Hop,13.442712552131775,5.080243379018691,American - Pale 2-Row,1.885800565143271,United Kingdom - Wheat,0.02808595907164632,German - Carapils,-0.1262872371697218,American - Carapils (Dextrine Malt),0.0001338211136488529,0
18,-6.468213942074826,Fermentis - Safale - American Ale Yeast US-05,El Dorado,12.803199718595703,Pellet,Boil,48.90982505818747,Citra,10.226316213511403,Extract,Boil,-2.2340178419799646,Azacca,22.372951931387213,Debittered Leaf,Boil,47.90149992122228,Challenger,82.4858002719782,Pellet,Boil,13.230093550741065,3.409146261329798,United Kingdom - Golden Promise,0.75847963438299,American - Caramel / Crystal 60L,0.17338216574789636,Belgian - Aromatic,-0.017875956619743838,American - Carapils (Dextrine Malt),0.0006989716328425809,0
19,14.26039606958917,Danstar - Nottingham Ale Yeast,Citra,18.565476784875965,Leaf/Whole,Boil,9.420943001654786,Cascade,6.877030453926233,Pellet,Boil,33.96438867868757,Cascade,6.125194103655703,Leaf/Whole,Whirlpool,14.94879391356396,Citra,49.753271285549495,Leaf/Whole,Dry Hop,2.685014461698526,5.088394705252911,American - Pilsner,1.7631627663410683,American - Caramel / Crystal 20L,0.37206748281143276,American - Caramel / Crystal 150L,-0.08224692933560715,American - Caramel / Crystal 60L,0.00020541543440984476,0
